city,scenario,target_year,window_start,window_end,hour_index,datetime,temp_C,pressure_hPa,wind_speed_m_s,GHI_W_m2,DHI_W_m2,DNI_W_m2,relative_humidity_percent,specific_humidity_kg_kg,source_file
Guangzhou,ssp245,2050,2050-07-17 00:00:00,2050-07-30 23:00:00,0,2050-07-17 00:00:00,30.171,1011.990,2.279,0.000,0.000,0.000,82.527,0.019459,forecast_Guangzhou_CMIP6_MPI_0515_ssp245.csv
Guangzhou,ssp245,2050,2050-07-17 00:00:00,2050-07-30 23:00:00,1,2050-07-17 01:00:00,29.964,1011.900,2.181,0.000,0.000,0.000,83.502,0.019465,forecast_Guangzhou_CMIP6_MPI_0515_ssp245.csv
Guangzhou,ssp245,2050,2050-07-17 00:00:00,2050-07-30 23:00:00,2,2050-07-17 02:00:00,29.504,1011.225,1.390,0.000,0.000,0.000,85.910,0.019499,forecast_Guangzhou_CMIP6_MPI_0515_ssp245.csv
Guangzhou,ssp245,2050,2050-07-17 00:00:00,2050-07-30 23:00:00,3,2050-07-17 03:00:00,29.547,1011.168,1.981,0.000,0.000,0.000,85.436,0.019461,forecast_Guangzhou_CMIP6_MPI_0515_ssp245.csv
Guangzhou,ssp245,2050,2050-07-17 00:00:00,2050-07-30 23:00:00,4,2050-07-17 04:00:00,29.369,1011.119,1.921,0.000,0.000,0.000,86.217,0.019440,forecast_Guangzhou_CMIP6_MPI_0515_ssp245.csv
Guangzhou,ssp245,2050,2050-07-17 00:00:00,2050-07-30 23:00:00,5,2050-07-17 05:00:00,28.957,1010.925,1.268,0.000,0.000,0.000,88.208,0.019410,forecast_Guangzhou_CMIP6_MPI_0515_ssp245.csv
Guangzhou,ssp245,2050,2050-07-17 00:00:00,2050-07-30 23:00:00,6,2050-07-17 06:00:00,29.067,1011.023,1.769,3.232,2.929,2.135,87.452,0.019386,forecast_Guangzhou_CMIP6_MPI_0515_ssp245.csv
Guangzhou,ssp245,2050,2050-07-17 00:00:00,2050-07-30 23:00:00,7,2050-07-17 07:00:00,29.517,1011.158,1.890,154.230,125.888,77.889,85.794,0.019519,forecast_Guangzhou_CMIP6_MPI_0515_ssp245.csv
Guangzhou,ssp245,2050,2050-07-17 00:00:00,2050-07-30 23:00:00,8,2050-07-17 08:00:00,30.432,1011.878,1.776,310.773,256.502,95.097,82.342,0.019698,forecast_Guangzhou_CMIP6_MPI_0515_ssp245.csv
Guangzhou,ssp245,2050,2050-07-17 00:00:00,2050-07-30 23:00:00,9,2050-07-17 09:00:00,31.475,1011.922,2.628,442.801,364.632,104.467,76.737,0.019473,forecast_Guangzhou_CMIP6_MPI_0515_ssp245.csv
Guangzhou,ssp245,2050,2050-07-17 00:00:00,2050-07-30 23:00:00,10,2050-07-17 10:00:00,32.407,1011.979,2.854,560.426,420.814,157.834,72.078,0.019262,forecast_Guangzhou_CMIP6_MPI_0515_ssp245.csv
Guangzhou,ssp245,2050,2050-07-17 00:00:00,2050-07-30 23:00:00,11,2050-07-17 11:00:00,33.190,1011.937,2.331,619.008,447.521,176.754,69.167,0.019268,forecast_Guangzhou_CMIP6_MPI_0515_ssp245.csv
Guangzhou,ssp245,2050,2050-07-17 00:00:00,2050-07-30 23:00:00,12,2050-07-17 12:00:00,33.863,1011.808,3.159,689.435,507.803,181.737,65.713,0.018962,forecast_Guangzhou_CMIP6_MPI_0515_ssp245.csv
Guangzhou,ssp245,2050,2050-07-17 00:00:00,2050-07-30 23:00:00,13,2050-07-17 13:00:00,34.195,1011.630,3.302,637.769,515.181,126.352,63.955,0.018734,forecast_Guangzhou_CMIP6_MPI_0515_ssp245.csv
Guangzhou,ssp245,2050,2050-07-17 00:00:00,2050-07-30 23:00:00,14,2050-07-17 14:00:00,34.209,1010.440,2.442,597.477,456.846,158.988,64.808,0.018964,forecast_Guangzhou_CMIP6_MPI_0515_ssp245.csv
Guangzhou,ssp245,2050,2050-07-17 00:00:00,2050-07-30 23:00:00,15,2050-07-17 15:00:00,34.327,1010.278,3.335,473.550,401.552,96.219,63.587,0.018631,forecast_Guangzhou_CMIP6_MPI_0515_ssp245.csv
Guangzhou,ssp245,2050,2050-07-17 00:00:00,2050-07-30 23:00:00,16,2050-07-17 16:00:00,34.173,1010.102,3.265,368.973,320.179,85.501,63.917,0.018555,forecast_Guangzhou_CMIP6_MPI_0515_ssp245.csv
Guangzhou,ssp245,2050,2050-07-17 00:00:00,2050-07-30 23:00:00,17,2050-07-17 17:00:00,33.420,1009.355,2.359,207.761,192.801,41.113,67.890,0.018968,forecast_Guangzhou_CMIP6_MPI_0515_ssp245.csv
Guangzhou,ssp245,2050,2050-07-17 00:00:00,2050-07-30 23:00:00,18,2050-07-17 18:00:00,33.109,1009.391,3.097,74.368,72.667,11.988,68.483,0.018841,forecast_Guangzhou_CMIP6_MPI_0515_ssp245.csv
Guangzhou,ssp245,2050,2050-07-17 00:00:00,2050-07-30 23:00:00,19,2050-07-17 19:00:00,32.367,1009.515,2.876,0.000,0.000,0.000,71.924,0.019065,forecast_Guangzhou_CMIP6_MPI_0515_ssp245.csv
Guangzhou,ssp245,2050,2050-07-17 00:00:00,2050-07-30 23:00:00,20,2050-07-17 20:00:00,31.306,1010.560,1.949,0.000,0.000,0.000,77.460,0.019425,forecast_Guangzhou_CMIP6_MPI_0515_ssp245.csv
Guangzhou,ssp245,2050,2050-07-17 00:00:00,2050-07-30 23:00:00,21,2050-07-17 21:00:00,31.212,1010.686,2.661,0.000,0.000,0.000,77.658,0.019407,forecast_Guangzhou_CMIP6_MPI_0515_ssp245.csv
Guangzhou,ssp245,2050,2050-07-17 00:00:00,2050-07-30 23:00:00,22,2050-07-17 22:00:00,30.836,1010.952,2.565,0.000,0.000,0.000,79.569,0.019482,forecast_Guangzhou_CMIP6_MPI_0515_ssp245.csv
Guangzhou,ssp245,2050,2050-07-17 00:00:00,2050-07-30 23:00:00,23,2050-07-17 23:00:00,30.207,1011.994,1.637,0.000,0.000,0.000,82.939,0.019571,forecast_Guangzhou_CMIP6_MPI_0515_ssp245.csv
Guangzhou,ssp245,2050,2050-07-17 00:00:00,2050-07-30 23:00:00,24,2050-07-18 00:00:00,31.072,1008.632,2.180,0.000,0.000,0.000,82.612,0.019424,forecast_Guangzhou_CMIP6_MPI_0515_ssp245.csv
Guangzhou,ssp245,2050,2050-07-17 00:00:00,2050-07-30 23:00:00,25,2050-07-18 01:00:00,30.865,1008.542,2.086,0.000,0.000,0.000,83.586,0.019429,forecast_Guangzhou_CMIP6_MPI_0515_ssp245.csv
