city,scenario,target_year,window_start,window_end,hour_index,datetime,temp_C,pressure_hPa,wind_speed_m_s,GHI_W_m2,DHI_W_m2,DNI_W_m2,relative_humidity_percent,specific_humidity_kg_kg,source_file
Phoenix,ssp245,2025,2025-07-14 00:00:00,2025-07-27 23:00:00,0,2025-07-14 00:00:00,35.095,1011.441,3.261,0.000,0.000,0.000,31.584,0.009693,forecast_Phoenix_CMIP6_MPI_0515_ssp245.csv
Phoenix,ssp245,2025,2025-07-14 00:00:00,2025-07-27 23:00:00,1,2025-07-14 01:00:00,34.295,1011.494,2.943,0.000,0.000,0.000,33.319,0.009844,forecast_Phoenix_CMIP6_MPI_0515_ssp245.csv
Phoenix,ssp245,2025,2025-07-14 00:00:00,2025-07-27 23:00:00,2,2025-07-14 02:00:00,33.581,1011.540,2.765,0.000,0.000,0.000,34.796,0.009918,forecast_Phoenix_CMIP6_MPI_0515_ssp245.csv
Phoenix,ssp245,2025,2025-07-14 00:00:00,2025-07-27 23:00:00,3,2025-07-14 03:00:00,32.852,1011.697,2.557,0.000,0.000,0.000,36.636,0.010076,forecast_Phoenix_CMIP6_MPI_0515_ssp245.csv
Phoenix,ssp245,2025,2025-07-14 00:00:00,2025-07-27 23:00:00,4,2025-07-14 04:00:00,32.143,1012.034,2.423,0.000,0.000,0.000,38.295,0.010181,forecast_Phoenix_CMIP6_MPI_0515_ssp245.csv
Phoenix,ssp245,2025,2025-07-14 00:00:00,2025-07-27 23:00:00,5,2025-07-14 05:00:00,31.775,1012.382,2.397,0.000,0.000,0.000,39.172,0.010215,forecast_Phoenix_CMIP6_MPI_0515_ssp245.csv
Phoenix,ssp245,2025,2025-07-14 00:00:00,2025-07-27 23:00:00,6,2025-07-14 06:00:00,31.620,1013.063,2.514,38.995,25.293,67.308,39.751,0.010286,forecast_Phoenix_CMIP6_MPI_0515_ssp245.csv
Phoenix,ssp245,2025,2025-07-14 00:00:00,2025-07-27 23:00:00,7,2025-07-14 07:00:00,32.574,1013.595,2.788,275.282,75.677,493.757,37.758,0.010255,forecast_Phoenix_CMIP6_MPI_0515_ssp245.csv
Phoenix,ssp245,2025,2025-07-14 00:00:00,2025-07-27 23:00:00,8,2025-07-14 08:00:00,33.977,1013.987,3.008,464.038,83.693,643.270,34.753,0.010150,forecast_Phoenix_CMIP6_MPI_0515_ssp245.csv
Phoenix,ssp245,2025,2025-07-14 00:00:00,2025-07-27 23:00:00,9,2025-07-14 09:00:00,35.584,1014.052,2.901,635.024,86.493,729.570,31.195,0.009906,forecast_Phoenix_CMIP6_MPI_0515_ssp245.csv
Phoenix,ssp245,2025,2025-07-14 00:00:00,2025-07-27 23:00:00,10,2025-07-14 10:00:00,37.265,1013.904,2.748,769.456,82.652,784.848,27.755,0.009613,forecast_Phoenix_CMIP6_MPI_0515_ssp245.csv
Phoenix,ssp245,2025,2025-07-14 00:00:00,2025-07-27 23:00:00,11,2025-07-14 11:00:00,38.308,1013.674,2.782,859.353,77.941,820.345,25.857,0.009472,forecast_Phoenix_CMIP6_MPI_0515_ssp245.csv
Phoenix,ssp245,2025,2025-07-14 00:00:00,2025-07-27 23:00:00,12,2025-07-14 12:00:00,39.691,1012.969,3.066,892.889,75.135,835.329,23.432,0.009240,forecast_Phoenix_CMIP6_MPI_0515_ssp245.csv
Phoenix,ssp245,2025,2025-07-14 00:00:00,2025-07-27 23:00:00,13,2025-07-14 13:00:00,40.742,1012.155,3.398,873.535,74.775,838.558,21.696,0.009061,forecast_Phoenix_CMIP6_MPI_0515_ssp245.csv
Phoenix,ssp245,2025,2025-07-14 00:00:00,2025-07-27 23:00:00,14,2025-07-14 14:00:00,41.570,1011.280,3.827,798.758,77.209,824.554,20.379,0.008909,forecast_Phoenix_CMIP6_MPI_0515_ssp245.csv
Phoenix,ssp245,2025,2025-07-14 00:00:00,2025-07-27 23:00:00,15,2025-07-14 15:00:00,42.071,1010.423,4.170,671.213,76.343,791.203,19.532,0.008778,forecast_Phoenix_CMIP6_MPI_0515_ssp245.csv
Phoenix,ssp245,2025,2025-07-14 00:00:00,2025-07-27 23:00:00,16,2025-07-14 16:00:00,42.179,1009.635,4.544,507.325,77.000,727.802,19.300,0.008694,forecast_Phoenix_CMIP6_MPI_0515_ssp245.csv
Phoenix,ssp245,2025,2025-07-14 00:00:00,2025-07-27 23:00:00,17,2025-07-14 17:00:00,42.087,1009.269,4.702,319.790,71.792,613.466,19.385,0.008668,forecast_Phoenix_CMIP6_MPI_0515_ssp245.csv
Phoenix,ssp245,2025,2025-07-14 00:00:00,2025-07-27 23:00:00,18,2025-07-14 18:00:00,41.497,1009.101,4.916,136.141,59.149,378.205,20.020,0.008648,forecast_Phoenix_CMIP6_MPI_0515_ssp245.csv
Phoenix,ssp245,2025,2025-07-14 00:00:00,2025-07-27 23:00:00,19,2025-07-14 19:00:00,40.519,1009.353,4.793,0.000,0.000,0.000,21.463,0.008753,forecast_Phoenix_CMIP6_MPI_0515_ssp245.csv
Phoenix,ssp245,2025,2025-07-14 00:00:00,2025-07-27 23:00:00,20,2025-07-14 20:00:00,39.225,1009.842,4.221,0.000,0.000,0.000,23.567,0.008927,forecast_Phoenix_CMIP6_MPI_0515_ssp245.csv
Phoenix,ssp245,2025,2025-07-14 00:00:00,2025-07-27 23:00:00,21,2025-07-14 21:00:00,37.998,1010.523,3.814,0.000,0.000,0.000,25.956,0.009220,forecast_Phoenix_CMIP6_MPI_0515_ssp245.csv
Phoenix,ssp245,2025,2025-07-14 00:00:00,2025-07-27 23:00:00,22,2025-07-14 22:00:00,36.813,1011.093,3.614,0.000,0.000,0.000,28.335,0.009478,forecast_Phoenix_CMIP6_MPI_0515_ssp245.csv
Phoenix,ssp245,2025,2025-07-14 00:00:00,2025-07-27 23:00:00,23,2025-07-14 23:00:00,36.118,1011.310,3.503,0.000,0.000,0.000,29.663,0.009572,forecast_Phoenix_CMIP6_MPI_0515_ssp245.csv
Phoenix,ssp245,2025,2025-07-14 00:00:00,2025-07-27 23:00:00,24,2025-07-15 00:00:00,34.921,1008.942,3.262,0.000,0.000,0.000,31.806,0.009709,forecast_Phoenix_CMIP6_MPI_0515_ssp245.csv
Phoenix,ssp245,2025,2025-07-14 00:00:00,2025-07-27 23:00:00,25,2025-07-15 01:00:00,34.121,1008.995,2.945,0.000,0.000,0.000,33.541,0.009860,forecast_Phoenix_CMIP6_MPI_0515_ssp245.csv
Phoenix,ssp245,2025,2025-07-14 00:00:00,2025-07-27 23:00:00,26,2025-07-15 02:00:00,33.407,1009.041,2.767,0.000,0.000,0.000,35.018,0.009934,forecast_Phoenix_CMIP6_MPI_0515_ssp245.csv
Phoenix,ssp245,2025,2025-07-14 00:00:00,2025-07-27 23:00:00,27,2025-07-15 03:00:00,32.678,1009.198,2.559,0.000,0.000,0.000,36.858,0.010091,forecast_Phoenix_CMIP6_MPI_0515_ssp245.csv
Phoenix,ssp245,2025,2025-07-14 00:00:00,2025-07-27 23:00:00,28,2025-07-15 04:00:00,31.969,1009.535,2.425,0.000,0.000,0.000,38.517,0.010196,forecast_Phoenix_CMIP6_MPI_0515_ssp245.csv
Phoenix,ssp245,2025,2025-07-14 00:00:00,2025-07-27 23:00:00,29,2025-07-15 05:00:00,31.601,1009.883,2.399,0.000,0.000,0.000,39.394,0.010231,forecast_Phoenix_CMIP6_MPI_0515_ssp245.csv
Phoenix,ssp245,2025,2025-07-14 00:00:00,2025-07-27 23:00:00,30,2025-07-15 06:00:00,31.446,1010.564,2.516,38.671,25.164,66.813,39.973,0.010302,forecast_Phoenix_CMIP6_MPI_0515_ssp245.csv
Phoenix,ssp245,2025,2025-07-14 00:00:00,2025-07-27 23:00:00,31,2025-07-15 07:00:00,32.400,1011.096,2.790,274.680,75.861,493.262,37.980,0.010270,forecast_Phoenix_CMIP6_MPI_0515_ssp245.csv
