city,scenario,target_year,window_start,window_end,hour_index,datetime,temp_C,pressure_hPa,wind_speed_m_s,GHI_W_m2,DHI_W_m2,DNI_W_m2,relative_humidity_percent,specific_humidity_kg_kg,source_file
Phoenix,ssp585,2025,2025-07-13 00:00:00,2025-07-26 23:00:00,0,2025-07-13 00:00:00,35.383,1009.616,3.051,0.000,0.000,0.000,31.886,0.009714,forecast_Phoenix_CMIP6_MPI_0515_ssp585.csv
Phoenix,ssp585,2025,2025-07-13 00:00:00,2025-07-26 23:00:00,1,2025-07-13 01:00:00,34.583,1009.669,2.754,0.000,0.000,0.000,33.621,0.009865,forecast_Phoenix_CMIP6_MPI_0515_ssp585.csv
Phoenix,ssp585,2025,2025-07-13 00:00:00,2025-07-26 23:00:00,2,2025-07-13 02:00:00,33.869,1009.715,2.588,0.000,0.000,0.000,35.098,0.009939,forecast_Phoenix_CMIP6_MPI_0515_ssp585.csv
Phoenix,ssp585,2025,2025-07-13 00:00:00,2025-07-26 23:00:00,3,2025-07-13 03:00:00,33.140,1009.872,2.393,0.000,0.000,0.000,36.938,0.010097,forecast_Phoenix_CMIP6_MPI_0515_ssp585.csv
Phoenix,ssp585,2025,2025-07-13 00:00:00,2025-07-26 23:00:00,4,2025-07-13 04:00:00,32.432,1010.209,2.269,0.000,0.000,0.000,38.597,0.010202,forecast_Phoenix_CMIP6_MPI_0515_ssp585.csv
Phoenix,ssp585,2025,2025-07-13 00:00:00,2025-07-26 23:00:00,5,2025-07-13 05:00:00,32.064,1010.557,2.244,0.000,0.000,0.000,39.474,0.010236,forecast_Phoenix_CMIP6_MPI_0515_ssp585.csv
Phoenix,ssp585,2025,2025-07-13 00:00:00,2025-07-26 23:00:00,6,2025-07-13 06:00:00,31.908,1011.238,2.353,38.862,25.207,66.635,40.053,0.010307,forecast_Phoenix_CMIP6_MPI_0515_ssp585.csv
Phoenix,ssp585,2025,2025-07-13 00:00:00,2025-07-26 23:00:00,7,2025-07-13 07:00:00,32.862,1011.770,2.609,276.560,76.666,493.084,38.060,0.010276,forecast_Phoenix_CMIP6_MPI_0515_ssp585.csv
Phoenix,ssp585,2025,2025-07-13 00:00:00,2025-07-26 23:00:00,8,2025-07-13 08:00:00,34.266,1012.162,2.815,466.277,85.726,642.597,35.055,0.010171,forecast_Phoenix_CMIP6_MPI_0515_ssp585.csv
Phoenix,ssp585,2025,2025-07-13 00:00:00,2025-07-26 23:00:00,9,2025-07-13 09:00:00,35.873,1012.227,2.715,638.099,89.511,728.897,31.497,0.009927,forecast_Phoenix_CMIP6_MPI_0515_ssp585.csv
Phoenix,ssp585,2025,2025-07-13 00:00:00,2025-07-26 23:00:00,10,2025-07-13 10:00:00,37.554,1012.079,2.572,773.176,86.457,784.175,28.057,0.009634,forecast_Phoenix_CMIP6_MPI_0515_ssp585.csv
Phoenix,ssp585,2025,2025-07-13 00:00:00,2025-07-26 23:00:00,11,2025-07-13 11:00:00,38.597,1011.849,2.603,863.505,82.273,819.672,26.159,0.009493,forecast_Phoenix_CMIP6_MPI_0515_ssp585.csv
Phoenix,ssp585,2025,2025-07-13 00:00:00,2025-07-26 23:00:00,12,2025-07-13 12:00:00,39.980,1011.144,2.869,897.203,79.662,834.657,23.734,0.009261,forecast_Phoenix_CMIP6_MPI_0515_ssp585.csv
Phoenix,ssp585,2025,2025-07-13 00:00:00,2025-07-26 23:00:00,13,2025-07-13 13:00:00,41.031,1010.331,3.178,877.766,79.177,837.885,21.998,0.009082,forecast_Phoenix_CMIP6_MPI_0515_ssp585.csv
