city,scenario,target_year,window_start,window_end,hour_index,datetime,temp_C,pressure_hPa,wind_speed_m_s,GHI_W_m2,DHI_W_m2,DNI_W_m2,relative_humidity_percent,specific_humidity_kg_kg,source_file
Phoenix,ssp245,2080,2080-06-30 09:00:00,2080-07-14 08:00:00,0,2080-06-30 09:00:00,36.819,1008.804,2.980,718.806,74.092,849.380,19.329,0.005479,forecast_Phoenix_CMIP6_MPI_0515_ssp245.csv
Phoenix,ssp245,2080,2080-06-30 09:00:00,2080-07-14 08:00:00,1,2080-06-30 10:00:00,38.906,1008.613,2.912,856.072,73.348,888.459,16.839,0.005326,forecast_Phoenix_CMIP6_MPI_0515_ssp245.csv
Phoenix,ssp245,2080,2080-06-30 09:00:00,2080-07-14 08:00:00,2,2080-06-30 11:00:00,40.111,1008.410,3.021,941.945,74.934,905.353,15.478,0.005237,forecast_Phoenix_CMIP6_MPI_0515_ssp245.csv
Phoenix,ssp245,2080,2080-06-30 09:00:00,2080-07-14 08:00:00,3,2080-06-30 12:00:00,41.636,1007.774,3.388,972.880,75.092,912.573,13.971,0.005100,forecast_Phoenix_CMIP6_MPI_0515_ssp245.csv
Phoenix,ssp245,2080,2080-06-30 09:00:00,2080-07-14 08:00:00,4,2080-06-30 13:00:00,42.732,1007.047,3.925,943.144,75.869,905.627,12.928,0.005009,forecast_Phoenix_CMIP6_MPI_0515_ssp245.csv
Phoenix,ssp245,2080,2080-06-30 09:00:00,2080-07-14 08:00:00,5,2080-06-30 14:00:00,43.498,1006.288,4.271,856.864,74.124,888.477,12.231,0.004927,forecast_Phoenix_CMIP6_MPI_0515_ssp245.csv
Phoenix,ssp245,2080,2080-06-30 09:00:00,2080-07-14 08:00:00,6,2080-06-30 15:00:00,43.988,1005.554,4.656,720.382,74.659,850.708,11.771,0.004865,forecast_Phoenix_CMIP6_MPI_0515_ssp245.csv
Phoenix,ssp245,2080,2080-06-30 09:00:00,2080-07-14 08:00:00,7,2080-06-30 16:00:00,44.122,1004.836,5.053,545.223,72.107,788.376,11.476,0.004783,forecast_Phoenix_CMIP6_MPI_0515_ssp245.csv
Phoenix,ssp245,2080,2080-06-30 09:00:00,2080-07-14 08:00:00,8,2080-06-30 17:00:00,44.010,1004.476,5.210,347.091,63.465,683.369,11.446,0.004761,forecast_Phoenix_CMIP6_MPI_0515_ssp245.csv
Phoenix,ssp245,2080,2080-06-30 09:00:00,2080-07-14 08:00:00,9,2080-06-30 18:00:00,43.421,1004.287,5.654,151.416,48.708,474.548,11.797,0.004762,forecast_Phoenix_CMIP6_MPI_0515_ssp245.csv
Phoenix,ssp245,2080,2080-06-30 09:00:00,2080-07-14 08:00:00,10,2080-06-30 19:00:00,42.508,1004.453,5.361,0.000,0.000,0.000,12.386,0.004766,forecast_Phoenix_CMIP6_MPI_0515_ssp245.csv
Phoenix,ssp245,2080,2080-06-30 09:00:00,2080-07-14 08:00:00,11,2080-06-30 20:00:00,40.994,1004.780,4.491,0.000,0.000,0.000,13.653,0.004854,forecast_Phoenix_CMIP6_MPI_0515_ssp245.csv
Phoenix,ssp245,2080,2080-06-30 09:00:00,2080-07-14 08:00:00,12,2080-06-30 21:00:00,39.469,1005.324,3.634,0.000,0.000,0.000,15.314,0.005045,forecast_Phoenix_CMIP6_MPI_0515_ssp245.csv
Phoenix,ssp245,2080,2080-06-30 09:00:00,2080-07-14 08:00:00,13,2080-06-30 22:00:00,38.140,1005.835,3.336,0.000,0.000,0.000,16.971,0.005213,forecast_Phoenix_CMIP6_MPI_0515_ssp245.csv
Phoenix,ssp245,2080,2080-06-30 09:00:00,2080-07-14 08:00:00,14,2080-06-30 23:00:00,37.400,1005.988,3.163,0.000,0.000,0.000,17.824,0.005249,forecast_Phoenix_CMIP6_MPI_0515_ssp245.csv
Phoenix,ssp245,2080,2080-06-30 09:00:00,2080-07-14 08:00:00,15,2080-07-01 00:00:00,37.921,1008.651,3.762,0.000,0.000,0.000,31.767,0.009705,forecast_Phoenix_CMIP6_MPI_0515_ssp245.csv
Phoenix,ssp245,2080,2080-06-30 09:00:00,2080-07-14 08:00:00,16,2080-07-01 01:00:00,37.122,1008.704,3.396,0.000,0.000,0.000,33.502,0.009856,forecast_Phoenix_CMIP6_MPI_0515_ssp245.csv
Phoenix,ssp245,2080,2080-06-30 09:00:00,2080-07-14 08:00:00,17,2080-07-01 02:00:00,36.408,1008.750,3.191,0.000,0.000,0.000,34.979,0.009930,forecast_Phoenix_CMIP6_MPI_0515_ssp245.csv
Phoenix,ssp245,2080,2080-06-30 09:00:00,2080-07-14 08:00:00,18,2080-07-01 03:00:00,35.679,1008.907,2.950,0.000,0.000,0.000,36.819,0.010088,forecast_Phoenix_CMIP6_MPI_0515_ssp245.csv
Phoenix,ssp245,2080,2080-06-30 09:00:00,2080-07-14 08:00:00,19,2080-07-01 04:00:00,34.970,1009.244,2.797,0.000,0.000,0.000,38.478,0.010193,forecast_Phoenix_CMIP6_MPI_0515_ssp245.csv
Phoenix,ssp245,2080,2080-06-30 09:00:00,2080-07-14 08:00:00,20,2080-07-01 05:00:00,34.602,1009.592,2.766,0.000,0.000,0.000,39.355,0.010227,forecast_Phoenix_CMIP6_MPI_0515_ssp245.csv
Phoenix,ssp245,2080,2080-06-30 09:00:00,2080-07-14 08:00:00,21,2080-07-01 06:00:00,34.447,1010.273,2.901,39.585,25.146,66.908,39.934,0.010298,forecast_Phoenix_CMIP6_MPI_0515_ssp245.csv
Phoenix,ssp245,2080,2080-06-30 09:00:00,2080-07-14 08:00:00,22,2080-07-01 07:00:00,35.401,1010.805,3.217,280.458,75.952,493.358,37.941,0.010267,forecast_Phoenix_CMIP6_MPI_0515_ssp245.csv
Phoenix,ssp245,2080,2080-06-30 09:00:00,2080-07-14 08:00:00,23,2080-07-01 08:00:00,36.804,1011.197,3.471,471.427,85.904,642.871,34.936,0.010162,forecast_Phoenix_CMIP6_MPI_0515_ssp245.csv
Phoenix,ssp245,2080,2080-06-30 09:00:00,2080-07-14 08:00:00,24,2080-07-01 09:00:00,38.411,1011.262,3.347,644.067,90.845,729.171,31.378,0.009918,forecast_Phoenix_CMIP6_MPI_0515_ssp245.csv
Phoenix,ssp245,2080,2080-06-30 09:00:00,2080-07-14 08:00:00,25,2080-07-01 10:00:00,40.092,1011.114,3.170,779.686,88.811,784.449,27.938,0.009625,forecast_Phoenix_CMIP6_MPI_0515_ssp245.csv
Phoenix,ssp245,2080,2080-06-30 09:00:00,2080-07-14 08:00:00,26,2080-07-01 11:00:00,41.135,1010.884,3.210,870.358,85.330,819.946,26.040,0.009484,forecast_Phoenix_CMIP6_MPI_0515_ssp245.csv
Phoenix,ssp245,2080,2080-06-30 09:00:00,2080-07-14 08:00:00,27,2080-07-01 12:00:00,42.518,1010.179,3.537,904.190,82.974,834.930,23.615,0.009252,forecast_Phoenix_CMIP6_MPI_0515_ssp245.csv
Phoenix,ssp245,2080,2080-06-30 09:00:00,2080-07-14 08:00:00,28,2080-07-01 13:00:00,43.569,1009.365,3.919,884.738,82.273,838.159,21.879,0.009073,forecast_Phoenix_CMIP6_MPI_0515_ssp245.csv
Phoenix,ssp245,2080,2080-06-30 09:00:00,2080-07-14 08:00:00,29,2080-07-01 14:00:00,44.397,1008.490,4.414,809.417,83.573,824.155,20.562,0.008921,forecast_Phoenix_CMIP6_MPI_0515_ssp245.csv
Phoenix,ssp245,2080,2080-06-30 09:00:00,2080-07-14 08:00:00,30,2080-07-01 15:00:00,44.898,1007.633,4.809,680.856,80.872,790.804,19.715,0.008790,forecast_Phoenix_CMIP6_MPI_0515_ssp245.csv
Phoenix,ssp245,2080,2080-06-30 09:00:00,2080-07-14 08:00:00,31,2080-07-01 16:00:00,45.006,1006.845,5.239,515.530,79.314,727.403,19.483,0.008706,forecast_Phoenix_CMIP6_MPI_0515_ssp245.csv
Phoenix,ssp245,2080,2080-06-30 09:00:00,2080-07-14 08:00:00,32,2080-07-01 17:00:00,44.913,1006.479,5.422,326.041,71.913,613.067,19.568,0.008680,forecast_Phoenix_CMIP6_MPI_0515_ssp245.csv
