city,scenario,target_year,window_start,window_end,hour_index,datetime,temp_C,pressure_hPa,wind_speed_m_s,GHI_W_m2,DHI_W_m2,DNI_W_m2,relative_humidity_percent,specific_humidity_kg_kg,source_file
Guangzhou,ssp585,2025,2025-07-08 00:00:00,2025-07-21 23:00:00,0,2025-07-08 00:00:00,28.974,1004.012,2.595,0.000,0.000,0.000,82.337,0.019544,forecast_Guangzhou_CMIP6_MPI_0515_ssp585.csv
Guangzhou,ssp585,2025,2025-07-08 00:00:00,2025-07-21 23:00:00,1,2025-07-08 01:00:00,28.767,1003.922,2.482,0.000,0.000,0.000,83.312,0.019549,forecast_Guangzhou_CMIP6_MPI_0515_ssp585.csv
Guangzhou,ssp585,2025,2025-07-08 00:00:00,2025-07-21 23:00:00,2,2025-07-08 02:00:00,28.307,1003.247,1.571,0.000,0.000,0.000,85.720,0.019584,forecast_Guangzhou_CMIP6_MPI_0515_ssp585.csv
Guangzhou,ssp585,2025,2025-07-08 00:00:00,2025-07-21 23:00:00,3,2025-07-08 03:00:00,28.351,1003.190,2.251,0.000,0.000,0.000,85.246,0.019546,forecast_Guangzhou_CMIP6_MPI_0515_ssp585.csv
Guangzhou,ssp585,2025,2025-07-08 00:00:00,2025-07-21 23:00:00,4,2025-07-08 04:00:00,28.172,1003.141,2.182,0.000,0.000,0.000,86.027,0.019525,forecast_Guangzhou_CMIP6_MPI_0515_ssp585.csv
Guangzhou,ssp585,2025,2025-07-08 00:00:00,2025-07-21 23:00:00,5,2025-07-08 05:00:00,27.760,1002.947,1.431,0.000,0.000,0.000,88.018,0.019495,forecast_Guangzhou_CMIP6_MPI_0515_ssp585.csv
Guangzhou,ssp585,2025,2025-07-08 00:00:00,2025-07-21 23:00:00,6,2025-07-08 06:00:00,27.870,1003.045,2.007,5.851,5.402,2.989,87.261,0.019471,forecast_Guangzhou_CMIP6_MPI_0515_ssp585.csv
Guangzhou,ssp585,2025,2025-07-08 00:00:00,2025-07-21 23:00:00,7,2025-07-08 07:00:00,28.320,1003.180,2.146,160.462,131.316,78.744,85.603,0.019604,forecast_Guangzhou_CMIP6_MPI_0515_ssp585.csv
Guangzhou,ssp585,2025,2025-07-08 00:00:00,2025-07-21 23:00:00,8,2025-07-08 08:00:00,29.235,1003.900,2.015,320.460,265.281,95.952,82.152,0.019783,forecast_Guangzhou_CMIP6_MPI_0515_ssp585.csv
Guangzhou,ssp585,2025,2025-07-08 00:00:00,2025-07-21 23:00:00,9,2025-07-08 09:00:00,30.278,1003.944,2.996,455.372,376.269,105.322,76.547,0.019558,forecast_Guangzhou_CMIP6_MPI_0515_ssp585.csv
Guangzhou,ssp585,2025,2025-07-08 00:00:00,2025-07-21 23:00:00,10,2025-07-08 10:00:00,31.211,1004.001,3.257,575.588,434.975,158.689,71.887,0.019347,forecast_Guangzhou_CMIP6_MPI_0515_ssp585.csv
Guangzhou,ssp585,2025,2025-07-08 00:00:00,2025-07-21 23:00:00,11,2025-07-08 11:00:00,31.993,1003.959,2.654,635.427,462.972,177.608,68.976,0.019353,forecast_Guangzhou_CMIP6_MPI_0515_ssp585.csv
Guangzhou,ssp585,2025,2025-07-08 00:00:00,2025-07-21 23:00:00,12,2025-07-08 12:00:00,32.666,1003.830,3.608,707.375,524.796,182.591,65.522,0.019047,forecast_Guangzhou_CMIP6_MPI_0515_ssp585.csv
Guangzhou,ssp585,2025,2025-07-08 00:00:00,2025-07-21 23:00:00,13,2025-07-08 13:00:00,32.998,1003.652,3.773,654.576,531.060,127.207,63.764,0.018819,forecast_Guangzhou_CMIP6_MPI_0515_ssp585.csv
Guangzhou,ssp585,2025,2025-07-08 00:00:00,2025-07-21 23:00:00,14,2025-07-08 14:00:00,33.013,1002.462,2.783,613.446,471.811,159.843,64.617,0.019048,forecast_Guangzhou_CMIP6_MPI_0515_ssp585.csv
Guangzhou,ssp585,2025,2025-07-08 00:00:00,2025-07-21 23:00:00,15,2025-07-08 15:00:00,33.131,1002.300,3.811,486.777,413.870,97.073,63.396,0.018716,forecast_Guangzhou_CMIP6_MPI_0515_ssp585.csv
Guangzhou,ssp585,2025,2025-07-08 00:00:00,2025-07-21 23:00:00,16,2025-07-08 16:00:00,32.977,1002.124,3.731,379.905,330.244,86.356,63.727,0.018640,forecast_Guangzhou_CMIP6_MPI_0515_ssp585.csv
Guangzhou,ssp585,2025,2025-07-08 00:00:00,2025-07-21 23:00:00,17,2025-07-08 17:00:00,32.224,1001.377,2.687,215.042,199.508,41.968,67.700,0.019053,forecast_Guangzhou_CMIP6_MPI_0515_ssp585.csv
Guangzhou,ssp585,2025,2025-07-08 00:00:00,2025-07-21 23:00:00,18,2025-07-08 18:00:00,31.912,1001.413,3.537,78.575,76.646,12.843,68.293,0.018925,forecast_Guangzhou_CMIP6_MPI_0515_ssp585.csv
Guangzhou,ssp585,2025,2025-07-08 00:00:00,2025-07-21 23:00:00,19,2025-07-08 19:00:00,31.170,1001.537,3.282,0.000,0.000,0.000,71.734,0.019150,forecast_Guangzhou_CMIP6_MPI_0515_ssp585.csv
Guangzhou,ssp585,2025,2025-07-08 00:00:00,2025-07-21 23:00:00,20,2025-07-08 20:00:00,30.110,1002.582,2.215,0.000,0.000,0.000,77.270,0.019510,forecast_Guangzhou_CMIP6_MPI_0515_ssp585.csv
Guangzhou,ssp585,2025,2025-07-08 00:00:00,2025-07-21 23:00:00,21,2025-07-08 21:00:00,30.015,1002.708,3.034,0.000,0.000,0.000,77.468,0.019492,forecast_Guangzhou_CMIP6_MPI_0515_ssp585.csv
Guangzhou,ssp585,2025,2025-07-08 00:00:00,2025-07-21 23:00:00,22,2025-07-08 22:00:00,29.639,1002.973,2.924,0.000,0.000,0.000,79.379,0.019567,forecast_Guangzhou_CMIP6_MPI_0515_ssp585.csv
Guangzhou,ssp585,2025,2025-07-08 00:00:00,2025-07-21 23:00:00,23,2025-07-08 23:00:00,29.010,1004.016,1.855,0.000,0.000,0.000,82.748,0.019656,forecast_Guangzhou_CMIP6_MPI_0515_ssp585.csv
Guangzhou,ssp585,2025,2025-07-08 00:00:00,2025-07-21 23:00:00,24,2025-07-09 00:00:00,29.057,1004.211,2.845,0.000,0.000,0.000,82.324,0.019550,forecast_Guangzhou_CMIP6_MPI_0515_ssp585.csv
Guangzhou,ssp585,2025,2025-07-08 00:00:00,2025-07-21 23:00:00,25,2025-07-09 01:00:00,28.850,1004.122,2.721,0.000,0.000,0.000,83.299,0.019555,forecast_Guangzhou_CMIP6_MPI_0515_ssp585.csv
Guangzhou,ssp585,2025,2025-07-08 00:00:00,2025-07-21 23:00:00,26,2025-07-09 02:00:00,28.390,1003.447,1.722,0.000,0.000,0.000,85.707,0.019590,forecast_Guangzhou_CMIP6_MPI_0515_ssp585.csv
Guangzhou,ssp585,2025,2025-07-08 00:00:00,2025-07-21 23:00:00,27,2025-07-09 03:00:00,28.434,1003.389,2.468,0.000,0.000,0.000,85.233,0.019552,forecast_Guangzhou_CMIP6_MPI_0515_ssp585.csv
Guangzhou,ssp585,2025,2025-07-08 00:00:00,2025-07-21 23:00:00,28,2025-07-09 04:00:00,28.255,1003.341,2.392,0.000,0.000,0.000,86.014,0.019531,forecast_Guangzhou_CMIP6_MPI_0515_ssp585.csv
Guangzhou,ssp585,2025,2025-07-08 00:00:00,2025-07-21 23:00:00,29,2025-07-09 05:00:00,27.843,1003.146,1.568,0.000,0.000,0.000,88.005,0.019500,forecast_Guangzhou_CMIP6_MPI_0515_ssp585.csv
Guangzhou,ssp585,2025,2025-07-08 00:00:00,2025-07-21 23:00:00,30,2025-07-09 06:00:00,27.953,1003.244,2.200,6.018,5.563,3.046,87.248,0.019477,forecast_Guangzhou_CMIP6_MPI_0515_ssp585.csv
Guangzhou,ssp585,2025,2025-07-08 00:00:00,2025-07-21 23:00:00,31,2025-07-09 07:00:00,28.403,1003.379,2.353,160.614,131.492,78.801,85.590,0.019610,forecast_Guangzhou_CMIP6_MPI_0515_ssp585.csv
Guangzhou,ssp585,2025,2025-07-08 00:00:00,2025-07-21 23:00:00,32,2025-07-09 08:00:00,29.318,1004.099,2.209,320.622,265.448,96.009,82.139,0.019789,forecast_Guangzhou_CMIP6_MPI_0515_ssp585.csv
Guangzhou,ssp585,2025,2025-07-08 00:00:00,2025-07-21 23:00:00,33,2025-07-09 09:00:00,30.361,1004.143,3.286,455.545,376.425,105.379,76.534,0.019563,forecast_Guangzhou_CMIP6_MPI_0515_ssp585.csv
Guangzhou,ssp585,2025,2025-07-08 00:00:00,2025-07-21 23:00:00,34,2025-07-09 10:00:00,31.294,1004.200,3.572,575.768,435.123,158.746,71.874,0.019352,forecast_Guangzhou_CMIP6_MPI_0515_ssp585.csv
Guangzhou,ssp585,2025,2025-07-08 00:00:00,2025-07-21 23:00:00,35,2025-07-09 11:00:00,32.076,1004.159,2.910,635.614,463.113,177.665,68.963,0.019358,forecast_Guangzhou_CMIP6_MPI_0515_ssp585.csv
Guangzhou,ssp585,2025,2025-07-08 00:00:00,2025-07-21 23:00:00,36,2025-07-09 12:00:00,32.749,1004.029,3.957,707.566,524.934,182.648,65.509,0.019052,forecast_Guangzhou_CMIP6_MPI_0515_ssp585.csv
Guangzhou,ssp585,2025,2025-07-08 00:00:00,2025-07-21 23:00:00,37,2025-07-09 13:00:00,33.081,1003.851,4.138,654.764,531.200,127.264,63.751,0.018824,forecast_Guangzhou_CMIP6_MPI_0515_ssp585.csv
Guangzhou,ssp585,2025,2025-07-08 00:00:00,2025-07-21 23:00:00,38,2025-07-09 14:00:00,33.095,1002.661,3.051,613.626,471.959,159.900,64.605,0.019054,forecast_Guangzhou_CMIP6_MPI_0515_ssp585.csv
